Title,URL,imdb_id,Directors,overview,Poster_url,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,,,
Molly Aunty Rocks,https://www.imdb.com/title/tt2578334/,tt2578334,Ranjith Sankar,"Molly is a strong-willed woman who has experienced a world outside India. Pranav, a highly-egoistic IRS officer, brings up a major issue with Molly that could destroy her life. Who will come out on top when these two clash?",https://m.media-amazon.com/images/M/MV5BNTgzNzZjMTItNjkyNi00NmZhLTg5NDItZWI4ZGM5NTNjMjY0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Revathi,Prithviraj,Sukumaran,K.P.A.C.,Lalitha,Lalu,Alex,,,,
Ozhimuri,https://www.imdb.com/title/tt2592236/,tt2592236,Madhupal,"A 55-year old woman files a divorce petition against her 71-year old husband, after over 30 years of married life. Their son, and a female advocate searches for the reason and circumstances, changing their perception about some people.",https://m.media-amazon.com/images/M/MV5BMjEyNDIzMDI0Nl5BMl5BanBnXkFtZTgwODkzOTUzMjE@._V1_.jpg,Said,Alharbi,Asif,Ali,Ayyappa,Baiju,Bhavana,,,,
Masters,https://www.imdb.com/title/tt2334739/,tt2334739,Johny Antony,A young police officer investigating a series of seemingly unrelated murders thinks that there is more than what meets the eye.,https://m.media-amazon.com/images/M/MV5BYTRhYzFiODItMGUxMi00OTUzLWE4NDAtM2UxZmRlYTllYjg1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prithviraj,Sukumaran,M.,Sasikumar,Mukesh,Biju,Menon,,,,
Papilio Buddha,https://www.imdb.com/title/tt2355771/,tt2355771,Jayan Cherian,A band of displaced untouchables in Western Ghats of India embrace Buddhism in order to escape from caste oppression.,https://m.media-amazon.com/images/M/MV5BOTc0MzA1NzMyMV5BMl5BanBnXkFtZTcwODE5NjUzOQ@@._V1_.jpg,Kallen,Pokkudan,Saritha,Prakash,Bare,David,Briggs,,,,
Ordinary,https://www.imdb.com/title/tt2355765/,tt2355765,Sugeeth,An accident interlinks the life of a driver and conductor of a KSRTC ordinary bus running from Pathanamthitta to Gavi with the lives of people of Gavi.,https://m.media-amazon.com/images/M/MV5BNjc2ZDRmNzktNTQyNi00NWFjLWJhOWQtMTNhYmZjY2Q3YTFkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Kunchacko,Boban,Biju,Menon,Shritha,Sivadas,Asif,Ali,,,
Mayamohini,https://www.imdb.com/title/tt2359175/,tt2359175,Jose Thomas,"Balakrishnan is cheated by his girlfriend, in order to make the family happy, he hires a girl, Mayamohini and pretends to be in love. Things take a turn when they realize that Mayamohini is a man.",https://m.media-amazon.com/images/M/MV5BNTU0ZjQ0NzctMjA4My00NzY3LTgyYWQtMmY0MGU0OTNlMzYyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dileep,Biju,Menon,Ponnamma,Babu,Baburaj,,,,,
Run Baby Run,https://www.imdb.com/title/tt2357208/,tt2357208,Joshiy,"A reporter and a cameraman become try to uncover a political scam, but find themselves in trouble as they become involved in a grand political conspiracy.",https://m.media-amazon.com/images/M/MV5BODhhYmQ1YzUtNDg5OS00MGFjLWFiNDEtOWE5ZjA2MmZiMTc3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mohanlal,Amala,Paul,Biju,Menon,Saikumar,,,,,
Shutter,https://www.imdb.com/title/tt2522328/,tt2522328,Joy Mathew,"A family man (Rasheed) is locked with a prostitute in a commercial space by his friend. When the friend gets tangled in an inescapable web, unexpected events unravel over days and nights with them locked inside having no way out.",https://m.media-amazon.com/images/M/MV5BMjIzODY3NTkwMl5BMl5BanBnXkFtZTgwNjY3NzU4MzE@._V1_.jpg,Augustine,Vinay,Forrt,Vijayan,Karanthoor,Prem,Kumar,,,,
Second Show,https://www.imdb.com/title/tt2265539/,tt2265539,Srinath Rajendran,"Lalu's life changes after gangster Vishnubuddhan makes him a part of his gang. However, when Vishnubuddhan murders his friend, Lalu sets out to seek revenge.",https://m.media-amazon.com/images/M/MV5BMjJiZGI2YzItZmI2MC00OGNkLWEwZDMtOWM5NDFlMzdiNjJlXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Dulquer,Salmaan,Sunny,Wayne,Gauthami,Nair,Sudesh,Berry,,,
Theevram,https://www.imdb.com/title/tt2568760/,tt2568760,Roopesh Peethambaran,A missing auto-rickshaw driver and unidentifiable mutilated body parts found at different places stir up an investigation revealing the history of the auto-rickshaw driver and his murderer.,https://m.media-amazon.com/images/M/MV5BOGZiNjI2N2EtNmE2MS00MmU5LTg5MjAtYzMzOGEzYzQzNGQ4XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Dulquer,Salmaan,Sreenivasan,Vinay,Forrt,Vishnu,Raghav,,,,
Spirit,https://www.imdb.com/title/tt2175672/,tt2175672,Ranjith,Raghunandan is an ex-Bank of England employee who resigned his lucrative job because he was bored with the rather sedentary and mundane nature of his work. he chose journalism as his next ...                See full summaryÃ‚Â Ã‚Â»,https://m.media-amazon.com/images/M/MV5BYjkwMzY0MzktZTE4OS00MWMyLWE3NTQtMTkxNzBjYmUxY2QyXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,Mohanlal,Kaniha,Shankar,Ramakrishnan,Nandhu,,,,,,
Thattathin Marayathu,https://www.imdb.com/title/tt2248028/,tt2248028,Vineeth Sreenivasan,The struggles faced when a Hindu man falls in love with a Muslim woman and the disapproval of her family.,https://m.media-amazon.com/images/M/MV5BY2U0NzE5NDItZjEwNy00ZDA3LWFhMzYtMWNmYWEyMjQ0ZDZlXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Nivin,Pauly,Isha,Talwar,Manoj,K.,Jayan,John,Kaippallil,,
The King and the Commissioner,https://www.imdb.com/title/tt1956657/,tt1956657,Shaji Kailas,Two detectives investigate the death of an intelligence agent found in a river after she discovered a Pakistani plot for a terrorist attack.,https://m.media-amazon.com/images/M/MV5BMzkzZjI1MzItYzc0MS00Zjc2LWFkOWMtY2U3NzdiY2VhMGM0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mammootty,Suresh,Gopi,Mohan,Agashe,Jayan,Cherthala,,,,
Trivandrum Lodge,https://www.imdb.com/title/tt2458524/,tt2458524,V.K. Prakash,"A small residential lodge at Kochi becomes the witness for many stories, of many people, their search for love, money, sex, and true meaning of life.",https://m.media-amazon.com/images/M/MV5BMjcyMjgwNGEtY2RkOC00ZWRiLWIyNTctOTliODQ5NzAwZWY0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Anoop,Menon,Honey,Rose,Jayasurya,P.,Balachandran,,,,
Unnam,https://www.imdb.com/title/tt2338706/,tt2338706,Sibi Malayil,"This movie is a remake of the Hindi film, Johnny Gaddar.",https://m.media-amazon.com/images/M/MV5BYzNhMGQzY2UtMTY3Ny00ZTljLTkzNmQtZGE5OGUwYjM3OTdjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Asif,Ali,Chempil,Asokan,Rajesh,Hebbar,Chithra,Iyer,,,
Ustad Hotel,https://www.imdb.com/title/tt2218988/,tt2218988,Anwar Rasheed,"Faisi wants to go to UK to become a professional chef but circumstances force him to assist his grandfather in a small restaurant in Kozhikode city, changing his outlook on life forever.",https://m.media-amazon.com/images/M/MV5BNWYzYjk3YzItNzBhMC00NmQwLTk0MmUtNzU5MWNmNDI2Mzg0XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Dulquer,Salmaan,Thilakan,Siddique,Nithya,Menen,,,,,
Drishyam,https://www.imdb.com/title/tt3417422/,tt3417422,Jeethu Joseph,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,https://m.media-amazon.com/images/M/MV5BYmY3MzYwMGUtOWMxYS00OGVhLWFjNmUtYzlkNGVmY2ZkMjA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Mohanlal,Meena,Asha,Sharath,Ansiba,,,,,,
Annayum Rasoolum,https://www.imdb.com/title/tt2648034/,tt2648034,Rajeev Ravi,"The story of how Rasool, a Muslim falls in love with a Christian girl, Anna and how her family's strong disapproval makes their relationship change for the worse.",https://m.media-amazon.com/images/M/MV5BMWE0YjZiY2MtY2I5Ni00NTZiLWJkOGQtODQ0OTk2OTRiZDBlXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Fahadh,Faasil,Andrea,Jeremiah,Sunny,Wayne,Shine,Tom,Chacko,,
Philips and the Monkey Pen,https://www.imdb.com/title/tt3323920/,tt3323920,"Rojin Philip, Rojin Thomas, Shanil Muhammed",Ryan Philips is a school boy who is always up to mischief when it comes to studying the maths subject. His life is turned around when he discovers a magical pen at his antique collecting grandfather's house.,https://m.media-amazon.com/images/M/MV5BNDg3MjI0MTQtMmJkNi00MDlhLTgzZTUtMDAxNmRmMjcxZTIwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Sanoop,Santhosh,Jayasurya,Ramya,Nambeeshan,Joy,Mathew,,,,
North 24 Kaatham,https://www.imdb.com/title/tt3198468/,tt3198468,Anil Radhakrishnan Menon,"Harikrishan, a software engineer who suffers from obsessive-compulsive personality disorder is asked to go on an assignment to Trivandrum, as his colleagues are not able to stand his behavior.",https://m.media-amazon.com/images/M/MV5BNDE1Y2YwZDItMGYxMC00OWQwLTk4MzItNGYzMDBlZTRmMWUwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Fahadh,Faasil,Nedumudi,Venu,Swathi,Reddy,Sreenath,Bhasi,,,
Punyalan Agarbattis,https://www.imdb.com/title/tt3387094/,tt3387094,Ranjith Sankar,"The story of a Thrissur based man named Joy Thakkolkaran. He aspire to become an established businessman. On his research, he finds the business possibilities of agarbattis. He also found ...                See full summaryÃ‚Â Ã‚Â»",https://m.media-amazon.com/images/M/MV5BNWUzZDBiMWYtMWE2Yy00MjRjLThjMGYtNGM4ZGZhMWQ2M2RkXkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_.jpg,Jayasurya,Aju,Varghese,Nyla,Usha,Innocent,Vareed,Thekkethala,,,
Artist,https://www.imdb.com/title/tt3385854/,tt3385854,Shyamaprasad,Gayatri meets Michael and starts living with him in spite of his arrogance. She avoids all the negatives and tries to deal with him but things change when Michael loses his eyesight in an accident.,https://m.media-amazon.com/images/M/MV5BMjExNTUxYzYtYWMzZC00MzBkLWIyYjItYjJlZjMzZmI2NDU1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Ann,Augustine,Fahadh,Faasil,Krishnachandran,Vanitha,Krishnachandran,,,,
Natholi Oru Cheriya Meenalla,https://www.imdb.com/title/tt2679530/,tt2679530,V.K. Prakash,Preman faces strange and unexpected events in his flat and decides to write a story about his flatmates. His life changes when the characters in his book develop personalities of their own.,https://m.media-amazon.com/images/M/MV5BMDY1YTFiOWEtZmMzNS00YTMzLTkxYTctZTIzMDJmMGJhMmUzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Fahadh,Faasil,Kamalinee,Mukherjee,P.,Balachandran,Aishwariyaa,Bhaskaran,,,
Celluloid,https://www.imdb.com/title/tt2717168/,tt2717168,Kamal,"The story of J C Daniel, who made the first ever Malayalam film 'Vigathakumaran' in 1928, resulting in his exile and eventual downfall.",https://m.media-amazon.com/images/M/MV5BZTQzZGM1YmUtNzBkMC00ZGI3LTk1NjEtODAwMWE4MTZmYTY3XkEyXkFqcGdeQXVyNTIxMjg4Nzc@._V1_.jpg,Prithviraj,Sukumaran,Sreenivasan,Mamta,Mohandas,Chandini,,,,,
Neelakasham Pachakadal Chuvanna Bhoomi,https://www.imdb.com/title/tt3061202/,tt3061202,Sameer Thahir,"Kasi and Suni go for the ride from Kerala to Nagaland in search of Kasi's girlfriend. En route, they encounter different people who change their lives forever.",https://m.media-amazon.com/images/M/MV5BYTRhYzg3MmYtMjRkZC00NGNmLTlhZmYtMWU3MjdkOTJkYWVhXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Dulquer,Salmaan,Sunny,Wayne,Bala,Hijam,Ningthoujam,Shane,Nigam,,
Amen,https://www.imdb.com/title/tt2786278/,tt2786278,Lijo Jose Pellissery,"Amen tells the story of people around an ancient Nasrani Church. The plot is set in a village, Kumarankary, where its inhabitants are always garbed in white - a motif which the film deftly ...                See full summaryÃ‚Â Ã‚Â»",https://m.media-amazon.com/images/M/MV5BN2Y2YjVjMjMtNjczZS00NTM2LWI0YWYtNDFlNmJhZjg0MDQwXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Fahadh,Faasil,Indrajith,Sukumaran,Kalabhavan,Mani,Swathi,Reddy,,,
Mumbai Police,https://www.imdb.com/title/tt2924472/,tt2924472,Rosshan Andrrews,"ACP Antony is the only one who knows the truth behind ACP Aaryan's murder. Antony meets with an accident, losing his memory and is unable to reveal the killer. He is forced to investigate the murder again hoping that he remembers something.",https://m.media-amazon.com/images/M/MV5BNDU2MzNkMjUtOTE1Ny00NWY5LWFkNTEtNTMxYTAwYTc5NjllXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prithviraj,Sukumaran,Jayasurya,Rahman,Riyaz,Khan,,,,,
Left Right Left,https://www.imdb.com/title/tt3034728/,tt3034728,Arun Kumar,"In this interlinked story, three men (an evil politician, an eccentric cop and a former revolutionist) develop different perspectives on life due to a childhood encounter with death.",https://m.media-amazon.com/images/M/MV5BY2Y4NzhhOGYtMGQxYS00MWE3LWI5YjctMjUyMGZmNDVkMWVhXkEyXkFqcGdeQXVyNTkzNjEyMjI@._V1_.jpg,Murali,Gopy,Indrajith,Sukumaran,Hareesh,Peradi,Lenaa,,,,
ABCD: American-Born Confused Desi,https://www.imdb.com/title/tt2956300/,tt2956300,Martin Prakkat,The journey of two young American Malayalees to their Motherland.,https://m.media-amazon.com/images/M/MV5BMmYzMzkyMzctZDE0MC00Y2UwLTkzYjUtYWMzM2E0NjI4MDA3XkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_.jpg,Dulquer,Salmaan,Jacob,Gregory,Aparna,Gopinath,Lalu,Alex,,,
Red Wine,https://www.imdb.com/title/tt2773898/,tt2773898,Salam Bappu,"Ratheesh Vasudevan, Assistant Commissioner of Police, is investigating the murder of Anoop, a part time actor in local plays. Investigation reveals other faces of Anoop, who is a leftist activist and an engineer by qualification.",https://m.media-amazon.com/images/M/MV5BNzdjMDdlZDAtYjY4Zi00NjdlLWIyMTktMDM3NTIxMTQzMDUzXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Mohanlal,Fahadh,Faasil,Asif,Ali,Anusree,,,,,
August Club,https://www.imdb.com/title/tt2706332/,tt2706332,K.B. Venu,'August Club' is a Malayalam romantic drama directed by K. B. Venu. Rima Kallingal stars in the story about the nuances in marital life. Savithri is a happily-married young homemaker and an...                See full summaryÃ‚Â Ã‚Â»,https://m.media-amazon.com/images/M/MV5BYWRmZTEzMzEtNGFmNS00MDA2LTg3N2EtMDlmZTgzYjY3OGVmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Praveen,Anidil,Esther,Anil,Mala,Aravindan,Arun,,,,
Akam,https://www.imdb.com/title/tt2411908/,tt2411908,Shalini Ushadevi,sreenivasan is an engineer. he meets with an accident and his friend leaves him. he married new women and suspects her for her loving him even after his disfigurement.,https://m.media-amazon.com/images/M/MV5BOWVlYjkwMGItMjg3Zi00ZTA4LWI5MmMtYjgzZDkxNTdkODU5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Krishnan,Anuja,Prakash,Bare,Fahadh,Faasil,Shelly,Kishore,,,
Neram,https://www.imdb.com/title/tt2922382/,tt2922382,Alphonse Puthren,Can a young man escape from the clutches of a loan shark on time?,https://m.media-amazon.com/images/M/MV5BOGFkZmY0MGEtNjNlYi00NjdiLThkMDAtZDhjMjQxYTQ5YWIxXkEyXkFqcGdeQXVyODk4ODEyMjk@._V1_.jpg,Nivin,Pauly,Nazriya,Nazim,Lalu,Alex,Bobby,Simha,,,
Aaru Sundarimaarude Katha,https://www.imdb.com/title/tt3355434/,tt3355434,Rajesh K. Abraham,,https://m.media-amazon.com/images/M/MV5BZjRlOTUyODctY2UyZC00ODFiLTkyZTEtODgzYWVkODQ5Y2Y3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Umang,Jain,Shamna,Kasim,Raai,Laxmi,Lenaa,,,,
Up & Down: Mukalil Oralundu!,https://www.imdb.com/title/tt3330482/,tt3330482,T.K. Rajeev Kumar,The film revolves around eight people who were stuck in an elevator and mystery of the death of a woman.,https://m.media-amazon.com/images/M/MV5BNjhiMDUxNDYtNjA5YS00Y2ZhLWJhOWItYjUyYTBhNDVkZjIzXkEyXkFqcGdeQXVyNjQ5NTA2ODE@._V1_.jpg,Rajith,CR,Devaraman,Jayakrishnan,Ganesh,Kumar,,,,,
Honey Bee,https://www.imdb.com/title/tt3000284/,tt3000284,Jean Paul Lal,"The story of how two very close friends realize their love for each other, how they elope on her wedding day and the many struggles they face when they fight for survival.",https://m.media-amazon.com/images/M/MV5BMGI0NjZmOGUtM2FmYy00NTkxLWI0YmQtZWYzNDlmNzZhYWM4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Asif,Ali,Bhavana,Archana,Kavi,Sreenath,Bhasi,,,,
Thank You,https://www.imdb.com/title/tt3006076/,tt3006076,V.K. Prakash,"The film is shown to be a reflection of the current socio-political system, based on the violence against women.It revolves around a person who arrives in Trivandrum city who takes a ride ...                See full summaryÃ‚Â Ã‚Â»",https://m.media-amazon.com/images/M/MV5BNzhkOWU5M2QtMTE1Ny00YTQ3LWE3MTctOWEwYjEwMGY3MTJjXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Aby,Krishnan,Anuja,P.,Balachandran,Jubil,Rajan,P.,Dev,,
5 Sundarikal,https://www.imdb.com/title/tt3005920/,tt3005920,"Amal Neerad, Shyju Khalid, Anwar Rasheed, Aashiq Abu, Siddharth Bharathan, Sameer Thahir",A film comprising of 5 short stories by 5 directors. Each story is about a women.,https://m.media-amazon.com/images/M/MV5BNDE1YWQ1MTMtODJlZC00MmI1LWEwY2YtYjA4YTFjOTY4ZDVjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dulquer,Salmaan,Nivin,Pauly,Fahadh,Faasil,Biju,Menon,,,
101 Chodhyangal?,https://www.imdb.com/title/tt3668280/,tt3668280,Sidhartha Siva,"Story of a 12 year old boy given a task of framing 101 questions by his teacher, without worrying about the answers. The story moves around his life and the questions that are intertwined ...                See full summaryÃ‚Â Ã‚Â»",https://m.media-amazon.com/images/M/MV5BNzBkNWVjNjItMzk4OC00ODk5LTlkNzktNTExZDdhMmU0MWQwXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Minon,Indrajith,Sukumaran,Murugan,Lenaa,,,,,,
Memories,https://www.imdb.com/title/tt3124456/,tt3124456,Jeethu Joseph,"Sam Alex, a drunkard ex-cop, is forced to investigate a series of murders which are committed in the same pattern. His search leads to a serial killer, and something more than what he expected.",https://m.media-amazon.com/images/M/MV5BY2NlMWYyNjgtNTZmZC00MjkxLTk3NjEtMjc2ZWRhM2MyZjNiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prithviraj,Sukumaran,Sreejith,Ravi,Vijayaraghavan,Suresh,Krishna,,,,
Kunjananthante Kada,https://www.imdb.com/title/tt3154192/,tt3154192,Salim Ahmed,The movie focuses on the marital relationship of a grocery store owner.,https://m.media-amazon.com/images/M/MV5BOTRhYzA3NGUtM2EyMC00NjZjLTliYjItMjdlYTQ5NmM2MjkwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mammootty,Nyla,Usha,Esther,Anil,Yavanika,Gopalakrishnan,,,,
Ezhamathe Varavu,https://www.imdb.com/title/tt3175286/,tt3175286,T. Hariharan,A wild tiger causes havoc in a remote village and all hope rests on a brave hunter. An archaeologist and old crush of the hunter's wife comes into the mix to further the chaos.,https://m.media-amazon.com/images/M/MV5BNmRlNTI3MzYtNWY2Zi00MzQzLWE1MWYtN2Q5N2JmODUzODg3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Bhavana,Koottickal,Jayachandran,Suresh,Krishna,Mammukoya,,,,,
Thira,https://www.imdb.com/title/tt3329774/,tt3329774,Vineeth Sreenivasan,"Rohini Pranab, a cardiac surgeon and a social worker, sets out to find the girls kidnapped from her NGO. She is joined by Naveen, who is looking for his kidnapped sister. The duo goes deeper into the human trafficking mafia in Karnataka.",https://m.media-amazon.com/images/M/MV5BMmQ1MDIxZTQtMWY2Mi00MjhlLTg4ZTgtNTQ0NGY0MmIwZWU3XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Sabitha,Anand,Amritha,Anil,Deepak,Parambol,Shobana,,,,
Nadan,https://www.imdb.com/title/tt3558162/,tt3558162,Kamal,"Nadan is the story of a popular drama troupe owned by Devadas Sargavedi (Jayaram), which was previously possessed by his father and grandfather in the past, and speaks about the problems ...                See full summaryÃ‚Â Ã‚Â»",https://m.media-amazon.com/images/M/MV5BYzAzZjEzMTItZjIwMS00OWFlLWJlNGMtYWJjM2UyZDNkOWNiXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Jayaram,Ramya,Nambeeshan,Shailaja,Ambu,Chempil,Asokan,,,,
Lissammayude Veedu,https://www.imdb.com/title/tt3188586/,tt3188586,Babu Janardanan,,https://m.media-amazon.com/images/M/MV5BNzY3ZGNiYWYtOGE4MC00OWVjLTgyNzUtNjYwYTMyYjRmZTVkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Advaith,Ajay,Johny,Antony,Kalasala,Babu,Rony,David,,,
Idukki Gold,https://www.imdb.com/title/tt3282088/,tt3282088,Aashiq Abu,A guy comes in search of his 4 best friends after 35 years to relive old memories,https://m.media-amazon.com/images/M/MV5BZDVkNDgwYmMtMWUyYi00OWIwLWE5ZmMtYzRhNDgzMmI0YmVmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prathap,Pothen,Maniyanpilla,Raju,Shebin,Benson,Babu,Antony,,,
Ayal,https://www.imdb.com/title/tt2926400/,tt2926400,Suresh Unnithan,"Set in the late 1950s, the film uses the symbols of Serpentine Worship and socio-political rebellions during that time period to create an ambience for storytelling. The protagonist Dasan ...                See full summaryÃ‚Â Ã‚Â»",https://m.media-amazon.com/images/M/MV5BNjk4ZGNlMWMtZWIyOS00MWYyLWJmMmMtMmU5N2E4NzNjMjkxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Lal,Lakshmi,Sharma,Iniya,Lenaa,,,,,,
Black Butterfly,https://www.imdb.com/title/tt2714882/,tt2714882,Rajaputra Ranjith,"Benny, who works at a fuel station secretly falls in love with Reena who often crosses his path. On the other side, Deepak acts like a gentleman to get close to Arathy with bad intentions. A horrendous crime will bring them all together.",https://m.media-amazon.com/images/M/MV5BMThmMmE4NDYtZGM4MC00NjQ4LTlhNWQtMmU2ZGJmMTYxMzcyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mithun,Murali,Malvika,Nair,Niranjan,Samskruthy,Shenoy,,,,
Immanuel,https://www.imdb.com/title/tt2787096/,tt2787096,Lal Jose,"Immanuel's life takes an odd turn when the publishing firm that he works for shuts down. He gets a job in an insurance company but faces severe hardships, which end up changing him as a person.",https://m.media-amazon.com/images/M/MV5BNmM4MTVjYmUtNWE5Yy00MDM2LWI2NDQtNTQxYjU3Y2FhMjA1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mammootty,Reenu,Mathews,Fahadh,Faasil,Muktha,George,,,,
English: An Autumn in London,https://www.imdb.com/title/tt3148844/,tt3148844,Shyamaprasad,English is a Malayalam film written by Ajayan Venugopalan and directed by Shyamaprasad. A drama with slight tinges of black humour and satire. The film tells the story of the lives of the Malayalees living in London.,https://m.media-amazon.com/images/M/MV5BZjhiZDRhMGEtMzRkNS00ZGMzLWFlNzEtMTljNDk0ZjlmZTEyXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Rincy,Binudev,Jayasurya,Murali,Menon,Nadia,Moidu,,,,
Oru Indian Pranayakatha,https://www.imdb.com/title/tt3502488/,tt3502488,Sathyan Anthikad,"Aymanam Sidharthan is a local politician who hopes to become big some time in his life, but faces some setbacks in his political career. He meets Irene, a Canadian citizen with roots in Kerala.",https://m.media-amazon.com/images/M/MV5BNzgyNWFhY2MtZDIyZS00YmI3LWFmNGYtMjBmMzBkNjU3YjliXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Fahadh,Faasil,Amala,Paul,Innocent,Vareed,Thekkethala,Lakshmi,Gopalaswamy,,
Arikil Oraal,https://www.imdb.com/title/tt3288508/,tt3288508,Sunil Ibrahim,A creative executive at an advertising agency and his girlfriend try to solve the mystery of their friend Icha who seemingly starts to appear at two different places at the same time.,https://m.media-amazon.com/images/M/MV5BM2FjMWU1MDUtMDRhYy00YmQ3LWEzZDItNjllZDg2MDE1Mjg4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dharmajan,Bolgatty,Shine,Tom,Chacko,Lenaa,Poojitha,Menon,,,
Salala Mobiles,https://www.imdb.com/title/tt3164068/,tt3164068,Sharath Haridaasan,"After his uncle helps Afsal to start a mobile shop, he gets happy and hopeful about future. However, things get complicated to him after he meets, Azhagarsamy, a creator of mobile applications.",https://m.media-amazon.com/images/M/MV5BYjYzY2Y0NzEtZGMxZC00ODljLTk2MTAtNzgzMWRmZTJiYmFlXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,Dulquer,Salmaan,Siddique,Nazriya,Nazim,Santhanam,Neelamegam,,,,
Bhoomiyude Avakashikal,https://www.imdb.com/title/tt2574836/,tt2574836,T.V. Chandran,,https://m.media-amazon.com/images/M/MV5BYmUwYTA2ZTUtYmZlNi00ZWMyLTkzY2UtYzU0YzU4OGViZjllXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Sreenivasan,Kailash,Shankar,Tini,Tom,,,,,,
Mannar Mathai Speaking 2,https://www.imdb.com/title/tt3685728/,tt3685728,Mamas,"Mannar Mathai has started a travel agency but he retains his love for theater. He wants to return to the world of thespians, but is he successful in doing so?",https://m.media-amazon.com/images/M/MV5BYzY0ZGEyNWMtMWNmZi00ZjA4LWJjNWEtYjZhNWFiMDllYjU4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mukesh,Saikumar,Innocent,Vareed,Thekkethala,Biju,Menon,,,,
Chayilyam,https://www.imdb.com/title/tt2574954/,tt2574954,"Madhupal, Manoj Kana",,https://m.media-amazon.com/images/M/MV5BMTU1NTA3YzktZGMxMi00MGM2LWFkNTAtZjMzMzZkYzE2NmQ0XkEyXkFqcGdeQXVyNjQ5NTA2ODE@._V1_.jpg,M.R.,Gopakumar,Anumol,K.,Manoharan,Chempil,Asokan,P.K.,Meenakshiamma,,
